summary,actions,datatypes
"The mobile app provides real-time information on speed cameras and traffic conditions in over 140 different regions, featuring a map with 38,000 fixed cameras across Europe, offline database, voting system, push notifications, and the ability to report and comment on speed cameras.",The user shares Blitzer information using the sharing function.,"['location data', 'speed data', 'destination']"
"The mobile app provides real-time information on speed cameras and traffic conditions in over 140 different regions, featuring a map with 38,000 fixed cameras across Europe, offline database, voting system, push notifications, and the ability to report and comment on speed cameras.",The user collects Blitzer points for reporting and evaluating Blitzers.,"{'personal_data': ['Blitzer points', 'reports', 'evaluations']}"
"The mobile app provides real-time information on speed cameras and traffic conditions in over 140 different regions, featuring a map with 38,000 fixed cameras across Europe, offline database, voting system, push notifications, and the ability to report and comment on speed cameras.",The user comments on Blitzers if anything is unclear.,"['comments', 'questions', 'feedback']"
"The mobile app provides real-time information on speed cameras and traffic conditions in over 140 different regions, featuring a map with 38,000 fixed cameras across Europe, offline database, voting system, push notifications, and the ability to report and comment on speed cameras.",The user engages with the beta Auto-Pilot feature for warnings about Blitzers during longer trips outside the Landkreis.,"['location data', 'trip duration', 'Blitzers locations', 'beta Auto-Pilot feature usage']"
"The mobile app is designed to make everyday banking easy and convenient for both private and business customers, offering features such as account balance checking, card management, payment options including Apple Pay, and tools for tracking expenses and savings, along with a strong emphasis on security and feedback.",Users can manage their cards and receive push notifications.,"['payment card information', 'notification preferences']"
"The mobile app is designed to make everyday banking easy and convenient for both private and business customers, offering features such as account balance checking, card management, payment options including Apple Pay, and tools for tracking expenses and savings, along with a strong emphasis on security and feedback.","The app supports various types of payments, including Apple Pay and payments by phone number.","['payment information', 'Apple Pay account details', 'phone number']"
"The mobile app is designed to make everyday banking easy and convenient for both private and business customers, offering features such as account balance checking, card management, payment options including Apple Pay, and tools for tracking expenses and savings, along with a strong emphasis on security and feedback.",Private customers can track their expenses and income using the 'My Budget' tool.,"['expenses', 'income']"
"The mobile app is designed to make everyday banking easy and convenient for both private and business customers, offering features such as account balance checking, card management, payment options including Apple Pay, and tools for tracking expenses and savings, along with a strong emphasis on security and feedback.",Private customers can start saving with the 'Easy Saver' feature.,"['savings goals', 'financial information', 'personal preferences']"
"The mobile app is designed to make everyday banking easy and convenient for both private and business customers, offering features such as account balance checking, card management, payment options including Apple Pay, and tools for tracking expenses and savings, along with a strong emphasis on security and feedback.",Corporate customers can access and manage their Smart terminal.,"['customer details', 'Smart terminal usage data', 'access logs']"
"The mobile app is designed to make everyday banking easy and convenient for both private and business customers, offering features such as account balance checking, card management, payment options including Apple Pay, and tools for tracking expenses and savings, along with a strong emphasis on security and feedback.",Users are informed not to save biometric data of others on their devices.,['biometric data']
"The mobile app allows you to manage your everyday banking needs conveniently on your phone, including opening accounts, applying for loans, making payments, enhancing security features, and accessing various banking services.","The user applies for a personal loan or loan top-up, up to €30,000 using the app.","['loan amount', 'credit score', 'income information', 'employment status', 'personal identification documents']"
"The mobile app allows you to manage your everyday banking needs conveniently on your phone, including opening accounts, applying for loans, making payments, enhancing security features, and accessing various banking services.",The user applies for an overdraft in their app in minutes.,"['financial information', 'identification documents', 'credit history']"
"The mobile app allows you to manage your everyday banking needs conveniently on your phone, including opening accounts, applying for loans, making payments, enhancing security features, and accessing various banking services.",The user applies for a credit card in their app in minutes.,"['personal identification information', 'financial information', 'employment status', 'credit score']"
"The mobile app allows you to manage your everyday banking needs conveniently on your phone, including opening accounts, applying for loans, making payments, enhancing security features, and accessing various banking services.","The user pays another Irish bank account with a one-off payment up to €1,000.","['bank account details', 'payment amount', 'transaction reference']"
"The mobile app allows you to manage your everyday banking needs conveniently on your phone, including opening accounts, applying for loans, making payments, enhancing security features, and accessing various banking services.","The user views, prints, saves, and shares up to seven years of statements in the app.","['financial statements', 'user account information']"
"The mobile app allows you to manage your everyday banking needs conveniently on your phone, including opening accounts, applying for loans, making payments, enhancing security features, and accessing various banking services.","The user taps their transactions to see more information like the time, date, and type of transaction made.","['transaction details', 'time', 'date', 'type of transaction']"
"The mobile app allows you to manage your everyday banking needs conveniently on your phone, including opening accounts, applying for loans, making payments, enhancing security features, and accessing various banking services.","The user freezes their lost card to keep their money safe, and unfreezes the card if they find it.","['card information', 'location data']"
"The mobile app allows you to manage your everyday banking needs conveniently on your phone, including opening accounts, applying for loans, making payments, enhancing security features, and accessing various banking services.",The user cancels their old card and has a new one posted to them using the app.,"['credit card details', 'address']"
"The mobile app allows you to manage your everyday banking needs conveniently on your phone, including opening accounts, applying for loans, making payments, enhancing security features, and accessing various banking services.",The user checks up to two balances without logging in using the Quick balance feature.,"['account balances', 'account types']"
"The mobile app allows you to manage your everyday banking needs conveniently on your phone, including opening accounts, applying for loans, making payments, enhancing security features, and accessing various banking services.",The user sees their Debit card PIN in the app if they forget it.,['Debit card PIN']
"The mobile app provides users with a comprehensive overview of their pension scheme, including savings, returns, insurance policies, contributions, costs, and the option to book consultations and meetings with advisors, accessible in both Danish and English.",The user logs in using their MitID and selects a 4-digit pin code.,"['MitID', '4-digit pin code']"
"The mobile app provides users with a comprehensive overview of their pension scheme, including savings, returns, insurance policies, contributions, costs, and the option to book consultations and meetings with advisors, accessible in both Danish and English.",The user can view their savings and returns.,"['financial data', 'investment returns']"
"The mobile app provides users with a comprehensive overview of their pension scheme, including savings, returns, insurance policies, contributions, costs, and the option to book consultations and meetings with advisors, accessible in both Danish and English.",The user can follow the deposits and contributions.,"['financial transactions', 'contributions']"
"The mobile app provides users with a comprehensive overview of their pension scheme, including savings, returns, insurance policies, contributions, costs, and the option to book consultations and meetings with advisors, accessible in both Danish and English.",The user can see the costs associated with being a customer.,"['customer costs', 'payment history', 'billing information']"
"The mobile app provides users with a comprehensive overview of their pension scheme, including savings, returns, insurance policies, contributions, costs, and the option to book consultations and meetings with advisors, accessible in both Danish and English.",The user can view their insurance policies and coverage details.,"['insurance policies', 'coverage details']"
"The mobile app provides users with a comprehensive overview of their pension scheme, including savings, returns, insurance policies, contributions, costs, and the option to book consultations and meetings with advisors, accessible in both Danish and English.",The user can book an online consultation with health experts.,"['health information', 'contact details', 'medical history']"
"The mobile app provides users with a comprehensive overview of their pension scheme, including savings, returns, insurance policies, contributions, costs, and the option to book consultations and meetings with advisors, accessible in both Danish and English.","The user can log in using their pin code, Finger Touch, or FaceID.","{'Personal data': ['pin code', 'Finger Touch data', 'FaceID data']}"
"The mobile app provides users with a comprehensive overview of their pension scheme, including savings, returns, insurance policies, contributions, costs, and the option to book consultations and meetings with advisors, accessible in both Danish and English.",The app is available in both Danish and English.,['language preferences']
"The mobile app provides users with a comprehensive overview of their pension scheme, including savings, returns, insurance policies, contributions, costs, and the option to book consultations and meetings with advisors, accessible in both Danish and English.",Users can contact Danica Pension via danicapension.dk if they are not customers.,"{'Personal data': ['name', 'email address', 'message content']}"
"The mobile app enhances online account security by requiring a second verification step during login, generating codes on your smartphone for authentication, and offering features such as code synchronization, QR code setup, support for multiple accounts, and transfer of accounts between devices.",The user activates two-step verification in their Google account.,"['Google account', 'verification method']"
"The mobile app enhances online account security by requiring a second verification step during login, generating codes on your smartphone for authentication, and offering features such as code synchronization, QR code setup, support for multiple accounts, and transfer of accounts between devices.",The user sets up their Authenticator accounts automatically using a QR code.,"['account information', 'QR code data']"
"The mobile app enhances online account security by requiring a second verification step during login, generating codes on your smartphone for authentication, and offering features such as code synchronization, QR code setup, support for multiple accounts, and transfer of accounts between devices.",The user manages multiple accounts using the Authenticator app.,"['account information', 'authentication codes', 'device information']"
"The mobile app assists with tracking and unlocking camos for over 110 weapons in Call of Duty Modern Warfare 3, including multiplayer and Zombies mode challenges, with no automatic progression fetching feature.",The user manually enters their camo progression.,{'Personal data': ['camo progression']}
"The mobile app assists with tracking and unlocking camos for over 110 weapons in Call of Duty Modern Warfare 3, including multiplayer and Zombies mode challenges, with no automatic progression fetching feature.",The user tracks camo progress for Multiplayer & Zombies for MW2 & MW3 Weapons.,"['game progress', 'game preferences', 'game history', 'player statistics']"
"The mobile app assists with tracking and unlocking camos for over 110 weapons in Call of Duty Modern Warfare 3, including multiplayer and Zombies mode challenges, with no automatic progression fetching feature.","The user tracks various camo types such as gilded, forged, priceless, etc.",['camo types']
"The mobile app assists with tracking and unlocking camos for over 110 weapons in Call of Duty Modern Warfare 3, including multiplayer and Zombies mode challenges, with no automatic progression fetching feature.",The user accesses information on over 900 camos and 110+ weapons.,"['gaming interests', 'weapons preferences']"
"The mobile app assists with tracking and unlocking camos for over 110 weapons in Call of Duty Modern Warfare 3, including multiplayer and Zombies mode challenges, with no automatic progression fetching feature.",The user views challenges and unlock levels for each weapon.,"['weapon preferences', 'challenge progress', 'unlock levels']"
"The mobile app assists with tracking and unlocking camos for over 110 weapons in Call of Duty Modern Warfare 3, including multiplayer and Zombies mode challenges, with no automatic progression fetching feature.",The user tracks mastery challenges for MW2 & MW3 weapons in Multiplayer & Zombies.,"['game titles', 'weapons', 'multiplayer challenges', 'zombies challenges']"
"The mobile app assists with tracking and unlocking camos for over 110 weapons in Call of Duty Modern Warfare 3, including multiplayer and Zombies mode challenges, with no automatic progression fetching feature.",The user stores camo challenge progression for MW3 Multiplayer and Warzone.,"['game progress', 'game statistics', 'playtime data']"
"The mobile app assists with tracking and unlocking camos for over 110 weapons in Call of Duty Modern Warfare 3, including multiplayer and Zombies mode challenges, with no automatic progression fetching feature.",The user uses the app without encountering advertisements.,"['ad preferences', 'usage data']"
"The mobile app offers a wide range of beauty products from popular and new brands, making it convenient to shop for perfumes, makeup, skincare, and body care items with the assistance of knowledgeable staff either online or in-store.",The user searches for new beauty products or wants to quickly purchase products they need.,"['beauty products', 'shopping preferences', 'personal preferences', 'location data']"
"The mobile app offers a wide range of beauty products from popular and new brands, making it convenient to shop for perfumes, makeup, skincare, and body care items with the assistance of knowledgeable staff either online or in-store.",The user renews their cosmetic bag with favorite classics and wants new trendy makeup.,"['cosmetic preferences', 'makeup interests', 'favorite products', 'trendy makeup']"
"The mobile app offers a wide range of beauty products from popular and new brands, making it convenient to shop for perfumes, makeup, skincare, and body care items with the assistance of knowledgeable staff either online or in-store.",The app helps the user in selecting and purchasing products for comprehensive care and makeup.,"['skin type', 'hair type', 'makeup preferences', 'payment information']"
"The mobile app offers a wide range of beauty products from popular and new brands, making it convenient to shop for perfumes, makeup, skincare, and body care items with the assistance of knowledgeable staff either online or in-store.",The user explores thousands of products and navigates through clear categories for a quick and simple shopping experience.,"{'Personal data': ['product preferences', 'browsing history', 'shopping habits', 'location']}"
"The mobile app offers a wide range of beauty products from popular and new brands, making it convenient to shop for perfumes, makeup, skincare, and body care items with the assistance of knowledgeable staff either online or in-store.","The app provides access to various promotional offers, showcases new products, and allows users to subscribe to the newsletter.","['email address', 'name', 'purchase history', 'interests']"
"The mobile app offers a wide range of beauty products from popular and new brands, making it convenient to shop for perfumes, makeup, skincare, and body care items with the assistance of knowledgeable staff either online or in-store.",The user can seek advice and expertise from salespeople at any Douglas store for selecting suitable products according to their needs.,"{'Personal data': ['shopping preferences', 'product needs', 'location data', 'purchase history']}"
"The mobile app 8888.bg offers a diverse entertainment platform for casino games, sports betting, and big wins, with daily bonuses, a VIP CLUB program for loyal users, and various sports betting benefits.",The user registers to receive VIP points and play for premium prizes.,"{'Personal data': ['name', 'email address', 'date of birth', 'location', 'preferences']}"
"The mobile app 8888.bg offers a diverse entertainment platform for casino games, sports betting, and big wins, with daily bonuses, a VIP CLUB program for loyal users, and various sports betting benefits.",The user enjoys games from popular casino providers with just a few clicks.,"['game preferences', 'betting history', 'payment information']"
"The mobile app 8888.bg offers a diverse entertainment platform for casino games, sports betting, and big wins, with daily bonuses, a VIP CLUB program for loyal users, and various sports betting benefits.",The app gives access to a special VIP CLUB program for loyal users.,"['loyalty status', 'email address', 'purchase history']"
"The mobile app 8888.bg offers a diverse entertainment platform for casino games, sports betting, and big wins, with daily bonuses, a VIP CLUB program for loyal users, and various sports betting benefits.",The app offers a bonus column up to 100% for sports betting benefits.,"['betting preferences', 'historical bets', 'preferred sports', 'betting budget']"
"The mobile app allows you to use your electronic national identity card or new generation Moroccan residence card to securely access online services, simplifying identity verification processes and reducing the number of passwords to remember.",The user presents their electronic national identity card or new generation Moroccan residence card to a partner online service provider.,"['national identity card information', 'residence card information']"
"The mobile app allows you to use your electronic national identity card or new generation Moroccan residence card to securely access online services, simplifying identity verification processes and reducing the number of passwords to remember.","The app verifies the information on the user's card such as name, surname, date, and place of birth during the card reading process.","['name', 'surname', 'date of birth', 'place of birth']"
"The mobile app allows you to use your electronic national identity card or new generation Moroccan residence card to securely access online services, simplifying identity verification processes and reducing the number of passwords to remember.",The app requires the presentation of the identity card by the user to a partner online service provider whenever deemed necessary.,['identity card information']
"The mobile app offers secure personal data management using the same database format as KeePass Password Safe, with features such as backup options, treeview, full history support, recycle-bin support, cloud sync, Safari integration, password generator, KDBX4 support, Touch-ID security, and more to provide a comprehensive solution for managing various information in one database.","The user backs up their database with various cloud services like iCloud Drive, Dropbox, Google Drive, etc.","['database files', 'cloud service providers']"
"The mobile app offers secure personal data management using the same database format as KeePass Password Safe, with features such as backup options, treeview, full history support, recycle-bin support, cloud sync, Safari integration, password generator, KDBX4 support, Touch-ID security, and more to provide a comprehensive solution for managing various information in one database.","The user saves different information like user names, passwords, URLs, comments, etc. in one single database.","['user names', 'passwords', 'URLs', 'comments']"
"The mobile app offers secure personal data management using the same database format as KeePass Password Safe, with features such as backup options, treeview, full history support, recycle-bin support, cloud sync, Safari integration, password generator, KDBX4 support, Touch-ID security, and more to provide a comprehensive solution for managing various information in one database.",The user generates passwords with advanced features to prevent look-alike characters.,"{'Personal data': ['passwords', 'advanced features']}"
"The mobile app offers secure personal data management using the same database format as KeePass Password Safe, with features such as backup options, treeview, full history support, recycle-bin support, cloud sync, Safari integration, password generator, KDBX4 support, Touch-ID security, and more to provide a comprehensive solution for managing various information in one database.",The user downloads a database from a URL.,"['downloaded database', 'URL']"
"The mobile app offers secure personal data management using the same database format as KeePass Password Safe, with features such as backup options, treeview, full history support, recycle-bin support, cloud sync, Safari integration, password generator, KDBX4 support, Touch-ID security, and more to provide a comprehensive solution for managing various information in one database.",The user secures the database with Touch-ID Security or Pin Code.,"['biometric data', 'PIN code']"
"The mobile app offers secure personal data management using the same database format as KeePass Password Safe, with features such as backup options, treeview, full history support, recycle-bin support, cloud sync, Safari integration, password generator, KDBX4 support, Touch-ID security, and more to provide a comprehensive solution for managing various information in one database.",The user exchanges entries via barcode.,"{'Personal data': ['barcode data', 'location data', 'transaction history']}"
"The mobile app allows users to customize their membership, access their digital loyalty card, track personal discounts and rewards, manage their loyalty points, and utilize a convenient payment feature, offering various benefits for members of the largest customer club in Austria.",The user customizes their membership in the jÃ¶ Bonus Club using the app.,"['membership preferences', 'purchase history', 'location', 'communication preferences']"
"The mobile app allows users to customize their membership, access their digital loyalty card, track personal discounts and rewards, manage their loyalty points, and utilize a convenient payment feature, offering various benefits for members of the largest customer club in Austria.",The user accesses their digital jÃ¶ card through the app.,['digital jö card']
"The mobile app allows users to customize their membership, access their digital loyalty card, track personal discounts and rewards, manage their loyalty points, and utilize a convenient payment feature, offering various benefits for members of the largest customer club in Austria.",The user filters and saves personal benefit vouchers within the app.,"['personal benefit vouchers', 'filter preferences', 'saved vouchers']"
"The mobile app allows users to customize their membership, access their digital loyalty card, track personal discounts and rewards, manage their loyalty points, and utilize a convenient payment feature, offering various benefits for members of the largest customer club in Austria.",The user receives notifications for expiring benefits within 24 hours through the app.,"['benefits', 'expiration dates', 'notification preferences']"
"The mobile app allows users to customize their membership, access their digital loyalty card, track personal discounts and rewards, manage their loyalty points, and utilize a convenient payment feature, offering various benefits for members of the largest customer club in Austria.",The user tracks their accumulated discounts with the jÃ¶ Rabattsammler in the app.,"['discounts', 'purchase history', 'loyalty program membership']"
"The mobile app allows users to customize their membership, access their digital loyalty card, track personal discounts and rewards, manage their loyalty points, and utilize a convenient payment feature, offering various benefits for members of the largest customer club in Austria.",The user monitors their current Ã credit and transaction history using the app.,"['credit score', 'transaction history']"
"The mobile app offers a variety of benefits and features for shopping, including the ability to purchase favorite products, access to services such as glückskind and PAYBACK, and a unified view of all coupons, with the option to customize the app based on personal preferences and easily redeem coupons both in-store and online.",The user downloads and installs the Mein dm-App on their smartphone.,"['device type', 'operating system', 'location data']"
"The mobile app offers a variety of benefits and features for shopping, including the ability to purchase favorite products, access to services such as glückskind and PAYBACK, and a unified view of all coupons, with the option to customize the app based on personal preferences and easily redeem coupons both in-store and online.",The user logs in with their existing Mein dm account or registers for a new customer account.,"['email address', 'username', 'password', 'name', 'date of birth', 'address', 'payment information']"
"The mobile app offers a variety of benefits and features for shopping, including the ability to purchase favorite products, access to services such as glückskind and PAYBACK, and a unified view of all coupons, with the option to customize the app based on personal preferences and easily redeem coupons both in-store and online.",The user views various highlights and recommendations on their personalized homepage upon opening the app.,"['user preferences', 'viewing history', 'location data', 'interests']"
"The mobile app offers a variety of benefits and features for shopping, including the ability to purchase favorite products, access to services such as glückskind and PAYBACK, and a unified view of all coupons, with the option to customize the app based on personal preferences and easily redeem coupons both in-store and online.","The user navigates through product categories such as Baby & Kind, Make-up, Health, etc. using the search function.","['product categories', 'search history']"
"The mobile app offers a variety of benefits and features for shopping, including the ability to purchase favorite products, access to services such as glückskind and PAYBACK, and a unified view of all coupons, with the option to customize the app based on personal preferences and easily redeem coupons both in-store and online.",The user searches for and selects their preferred dm store using the Filialfinder.,"['location', 'preferred dm store', 'search history']"
"The mobile app offers a variety of benefits and features for shopping, including the ability to purchase favorite products, access to services such as glückskind and PAYBACK, and a unified view of all coupons, with the option to customize the app based on personal preferences and easily redeem coupons both in-store and online.","The user accesses and manages their coupons from dm, glückskind, and PAYBACK in the 'Coupons' section.","['coupons', 'shopping preferences', 'loyalty program memberships']"
"The mobile app offers a variety of benefits and features for shopping, including the ability to purchase favorite products, access to services such as glückskind and PAYBACK, and a unified view of all coupons, with the option to customize the app based on personal preferences and easily redeem coupons both in-store and online.",The user manages their wishlist and accesses services like glückskind and PAYBACK in the 'Mein dm' section.,"['wishlist items', 'glückskind services usage', 'PAYBACK services usage']"
"The mobile app offers a variety of benefits and features for shopping, including the ability to purchase favorite products, access to services such as glückskind and PAYBACK, and a unified view of all coupons, with the option to customize the app based on personal preferences and easily redeem coupons both in-store and online.",The user provides feedback to help improve the app.,"{'personal data': ['feedback', 'app usage data', 'device information']}"
"The mobile app AutoÅ¡kola 2023 is designed for practicing driving test exams for various vehicle categories, professional driver qualifications, and transport carrier expertise, offering insights into success rates without requiring an internet connection.","The user practices for driving test exams for driver groups A, B, C, and D.","['driving test exams', 'driver groups A, B, C, D']"
"The mobile app AutoÅ¡kola 2023 is designed for practicing driving test exams for various vehicle categories, professional driver qualifications, and transport carrier expertise, offering insights into success rates without requiring an internet connection.",The user checks their chances of success in the exam.,"['exam scores', 'study habits', 'academic performance']"
"The mobile app offers world-class entertainment with a wide range of content, including movies, TV series, and over 150 TV channels for on-demand viewing, allowing users to customize their own package and enjoy the best experiences across all their devices.",The user creates a customized package of their favorite content to enjoy on all their devices.,"['content preferences', 'devices used', 'viewing habits']"
"The mobile app allows users to send and receive large files of up to 200 GB, providing features such as download status tracking, transfer forwarding and deletion, notifications, file previews, and additional tools for creative inspiration and collaboration.",The user sends big files through WeTransfer.,"['files', 'email address', 'IP address']"
"The mobile app allows users to send and receive large files of up to 200 GB, providing features such as download status tracking, transfer forwarding and deletion, notifications, file previews, and additional tools for creative inspiration and collaboration.",The user checks the download status of their transfers.,"['download status', 'transfers']"
"The mobile app allows users to send and receive large files of up to 200 GB, providing features such as download status tracking, transfer forwarding and deletion, notifications, file previews, and additional tools for creative inspiration and collaboration.",The user deletes transfers from their phone.,"['transfers', 'device information']"
"The mobile app allows users to send and receive large files of up to 200 GB, providing features such as download status tracking, transfer forwarding and deletion, notifications, file previews, and additional tools for creative inspiration and collaboration.",The user gets notified when they receive something through WeTransfer.,"['notifications', 'received files', 'sender information']"
"The mobile app allows users to send and receive large files of up to 200 GB, providing features such as download status tracking, transfer forwarding and deletion, notifications, file previews, and additional tools for creative inspiration and collaboration.",The user previews or downloads files on WeTransfer.,"['files', 'download history']"
"The mobile app allows users to send and receive large files of up to 200 GB, providing features such as download status tracking, transfer forwarding and deletion, notifications, file previews, and additional tools for creative inspiration and collaboration.",The user uses Collect app for saving and sharing inspiration.,"['saved items', 'shared inspiration', 'interests']"
"The mobile app allows users to send and receive large files of up to 200 GB, providing features such as download status tracking, transfer forwarding and deletion, notifications, file previews, and additional tools for creative inspiration and collaboration.",The user uses Paste® for collaborative presentations.,"['presentation content', ""collaborators' names"", 'email addresses']"
"The mobile app allows users to send and receive large files of up to 200 GB, providing features such as download status tracking, transfer forwarding and deletion, notifications, file previews, and additional tools for creative inspiration and collaboration.","The user uses Paper® for sketching, painting, and drawing on iOS.","{'Personal data': ['drawings', 'paintings', 'sketches', 'iOS device information']}"
"The mobile app allows users to send and receive large files of up to 200 GB, providing features such as download status tracking, transfer forwarding and deletion, notifications, file previews, and additional tools for creative inspiration and collaboration.",WePresent curates unexpected stories about creativity.,"{'Personal data': ['interests in creativity', 'preferred content types', 'demographic information']}"
"The mobile app provides a collection of tools for Austrian legal professionals, including deadline calculation, tariff calculation, minimum subsistence calculation, court search, legal information system query, family law values, and a legal clause widget.",The user can enter the deadline into the calendar and send it via SMS or email.,"['calendar events', 'deadlines', 'contact information (phone number or email)']"
"The mobile app provides a collection of tools for Austrian legal professionals, including deadline calculation, tariff calculation, minimum subsistence calculation, court search, legal information system query, family law values, and a legal clause widget.","The user can access service pages of courts and public prosecutors on www.justiz.gv.at for easy search and find locally competent courts by entering a postal code or location, or using the current location.","['postal code', 'location', 'current location']"
"The mobile app offers a comprehensive solution for banking and insurance needs, allowing users to manage finances, investments, loans, insurance policies, and access a range of additional services like ticket ordering and property transactions conveniently and securely.",The user manages their banking and insurance matters through the Belfius Mobile app.,"['financial transactions', 'banking information', 'insurance details']"
"The mobile app offers a comprehensive solution for banking and insurance needs, allowing users to manage finances, investments, loans, insurance policies, and access a range of additional services like ticket ordering and property transactions conveniently and securely.","The user can transfer money, manage finances, insurances, investments, and loans using the app.","['financial transactions', 'account information', 'insurance details', 'investments', 'loan details']"
"The mobile app offers a comprehensive solution for banking and insurance needs, allowing users to manage finances, investments, loans, insurance policies, and access a range of additional services like ticket ordering and property transactions conveniently and securely.",The user can become a Belfius customer via the app and receive a welcome gift for opening their first private bank account.,"['name', 'email address', 'phone number', 'address', 'bank account details']"
"The mobile app offers a comprehensive solution for banking and insurance needs, allowing users to manage finances, investments, loans, insurance policies, and access a range of additional services like ticket ordering and property transactions conveniently and securely.",The user registers their iPhone or iPad using their bank card and card reader for secure transactions.,"['iPhone or iPad', 'bank card details', 'card reader details']"
"The mobile app offers a comprehensive solution for banking and insurance needs, allowing users to manage finances, investments, loans, insurance policies, and access a range of additional services like ticket ordering and property transactions conveniently and securely.","The user logs in to the app using their secret code, fingerprint (Touch ID), or Face ID.","['secret code', 'fingerprint data', 'facial biometric data']"
"The mobile app offers a comprehensive solution for banking and insurance needs, allowing users to manage finances, investments, loans, insurance policies, and access a range of additional services like ticket ordering and property transactions conveniently and securely.","The user can check their balance and latest transactions without logging in, or with their Apple Watch.","['financial information', 'transaction history', 'device type']"
"The mobile app offers a comprehensive solution for banking and insurance needs, allowing users to manage finances, investments, loans, insurance policies, and access a range of additional services like ticket ordering and property transactions conveniently and securely.","The user can make payments through transfer, QR code, or Payconiq by Bancontact.","['payment information', 'transaction history', 'billing address']"
"The mobile app offers a comprehensive solution for banking and insurance needs, allowing users to manage finances, investments, loans, insurance policies, and access a range of additional services like ticket ordering and property transactions conveniently and securely.",The user confirms online purchases with a QR code.,"['purchase details', 'transaction history', 'payment method']"
"The mobile app offers a comprehensive solution for banking and insurance needs, allowing users to manage finances, investments, loans, insurance policies, and access a range of additional services like ticket ordering and property transactions conveniently and securely.","The user can adjust the limit of their credit card, activate their card for use abroad, and manage alerts for account transactions.","['credit card limit', 'card activation status', 'location for card use', 'transaction alerts']"
"The mobile app offers a comprehensive solution for banking and insurance needs, allowing users to manage finances, investments, loans, insurance policies, and access a range of additional services like ticket ordering and property transactions conveniently and securely.","The user can set up, track, and deposit money into their pension savings account.","['financial information', 'savings account details', 'transaction history', 'personal identification information']"
"The mobile app offers a comprehensive solution for banking and insurance needs, allowing users to manage finances, investments, loans, insurance policies, and access a range of additional services like ticket ordering and property transactions conveniently and securely.","The user can buy and sell investment funds, open an investment plan, track mandates, and stay informed with investment news.","['investment funds', 'investment plan', 'mandates', 'investment news']"
"The mobile app offers a comprehensive solution for banking and insurance needs, allowing users to manage finances, investments, loans, insurance policies, and access a range of additional services like ticket ordering and property transactions conveniently and securely.","The user can take out and personalize insurances such as car, family, and home, report damage to vehicles and homes, and check the amortisation table of a home loan.","['personal information', 'insurance policies', 'vehicle details', 'home details', 'damage reports', 'loan details']"
"The mobile app offers a comprehensive Greek dictionary with 250,000 synonyms and antonyms along with 500 usage notes.",The user searches for synonyms and antonyms in the Greek dictionary.,"['search queries', 'language preferences']"
"The mobile app offers a comprehensive Greek dictionary with 250,000 synonyms and antonyms along with 500 usage notes.",The user reads usage notes in the Greek dictionary.,"['language preferences', 'dictionary usage', 'learning interests']"
"The mobile app allows you to sync tasks with Google Tasks and across all your iPhone and iPad devices, keeping your tasks organized with features like subtasks and location-based reminders.","The user sets location-based reminders, such as when they leave their office.","['location data', 'work address', 'reminders']"
"The mobile app allows you to sync tasks with Google Tasks and across all your iPhone and iPad devices, keeping your tasks organized with features like subtasks and location-based reminders.","The user sets repeating tasks, such as ""Pay bills"" every month.","['tasks', 'frequency', 'task descriptions']"
"The mobile app allows you to sync tasks with Google Tasks and across all your iPhone and iPad devices, keeping your tasks organized with features like subtasks and location-based reminders.",The user manages tasks conveniently on their home/office PC and has them synced to their iPhone/iPad and vice versa.,"['tasks', 'synced devices', 'home/office location']"
"The mobile app allows you to sync tasks with Google Tasks and across all your iPhone and iPad devices, keeping your tasks organized with features like subtasks and location-based reminders.",The user shares tasks with their colleagues.,"['tasks', ""colleagues' names"", 'work-related content']"
"The mobile app transforms your watch into an Omnitrix, allowing you to become a hero like Ben 10.",The user wants to be a hero like Ben 10.,"['interest in heroes', 'favorite characters']"
"The mobile app is an interactive tool for learning and practicing Estonian verbs with activities such as quizzes and drills to help improve grammar and expand vocabulary, suitable for beginners and intermediate learners alike.",The user learns and practices Estonian verbs through the interactive verb reference and drill tool.,"['Estonian verbs', 'language learning progress', 'user activity history']"
"The mobile app is an interactive tool for learning and practicing Estonian verbs with activities such as quizzes and drills to help improve grammar and expand vocabulary, suitable for beginners and intermediate learners alike.",The user engages in an infinitive quiz to test their knowledge of verb meanings.,"['verb meanings', 'knowledge', 'quiz results']"
"The mobile app is an interactive tool for learning and practicing Estonian verbs with activities such as quizzes and drills to help improve grammar and expand vocabulary, suitable for beginners and intermediate learners alike.",The user participates in a conjugation quiz to select the correct verb form for English translations.,"['English translations', 'verb forms', 'quiz responses', 'language proficiency']"
"The mobile app is an interactive tool for learning and practicing Estonian verbs with activities such as quizzes and drills to help improve grammar and expand vocabulary, suitable for beginners and intermediate learners alike.",The user completes a Gapfill activity to spell out missing words in conjugated sentences.,"['conjugated sentences', 'missing words', 'language proficiency level']"
"The mobile app is an interactive tool for learning and practicing Estonian verbs with activities such as quizzes and drills to help improve grammar and expand vocabulary, suitable for beginners and intermediate learners alike.","In the settings, the user selects which tenses to drill in the games.","['language settings', 'tense preferences']"
